id,CIE_10_Id,CIE10_DESC
2799,G05.8,"Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas en otra parte "
2800,G06,Absceso y granuloma intracraneal e intrarraquídeo
2801,G06.0,Absceso y granuloma intracraneal 
2802,G06.1,Absceso y granuloma intrarraquídeo 
2803,G06.2,"Absceso extradural y subdural, no especificado "
2804,G07,Absceso intracraneal e intraspinal y granuloma en enfermedades clasificadas en otros lugares 
2805,G08,Flebitis intracraneal e intraspinal y tromboflebitis. 
2806,G09,Secuelas de enfermedades inflamatorias del sistema nervioso central. 
2807,G10,enfermedad de Huntington 
2808,G11,Ataxia hereditaria
2809,G11.0,Ataxia congénita no progresiva 
2810,G11.1,Ataxia cerebelosa de iniciación temprana 
2811,G11.2,Ataxia cerebelosa de iniciación tardía 
2812,G11.3,Ataxia cerebelosa con reparación defectuosa del ADN 
2813,G11.4,Paraplejía espástica hereditaria 
2814,G11.8,Otras ataxias hereditarias 
2815,G11.9,"Ataxia hereditaria, no especificada "
2816,G12,Atrofia muscular espinal y síndromes relacionados
2817,G12.0,"Atrofia muscular espinal infantil, tipo I (Werdnig-Hoffman) "
2818,G12.1,Otras atrofias musculares espinales hereditarias 
2819,G12.2,Enfermedades de las neuronas motoras 
2820,G12.8,Otras atrofias musculares espinales y síndromes afines 
2821,G12.9,"Atrofia muscular espinal, sin otra especificación "
2822,G13,Atrofias sistémicas que afectan principalmente al sistema nervioso central en enfermedades clasificadas bajo otro concepto
2823,G13.0,Neuromiopatía y neuropatía paraneoplásica 
2824,G13.1,Otras atrofias sistémicas que afectan el sistema nervioso central en enfermedad neoplásica 
2825,G13.2,Atrofia sistémica que afecta primariamente el sistema nervioso central en el mixedema 
2826,G13.8,Atrofia sistémica que afecta primariamente el sistema nervioso central en otras enfermedades clasificadas en otra parte 
2827,G14,Síndrome de postpolio 
2828,G20,Enfermedad de Parkinson 
2829,G21,Parkinsonismo secundario
2830,G21.0,Síndrome neuroléptico maligno 
2831,G21.1,Otro parkinsonismo secundario inducido por drogas 
2832,G21.2,Parkinsonismo secundario debido a otros agentes externos 
2833,G21.3,Parkinsonismo postencefalítico 
2834,G21.4,Parkinsonismo vascular  
2835,G21.8,Otros tipos de parkinsonismo secundario 
2836,G21.9,"Parkinsonismo secundario, no especificado "
2837,G22,Parkinsonismo en enfermedades clasificadas en otros lugares 
2838,G23,Otras enfermedades degenerativas de los núcleos de la base
2839,G23.0,Enfermedad de Hallervorden-Spatz 
2840,G23.1,Oftalmoplejía supranuclear progresiva [Steele-Richardson-Olszewski] 
2841,G23.2,Degeneración nigroestriada 
2842,G23.3,"Múltiples sistemas de atrofia, tipo cerebeloso [MSA-C] "
2843,G23.8,Otras enfermedades degenerativas especificas de los núcleos de la base 
2844,G23.9,"Enfermedad degenerativa de los núcleos de la base, no especificada "
2845,G24,Distonía
2846,G24.0,Distonía inducida por drogas 
2847,G24.1,Distonía idiopática familiar 
2848,G24.2,Distonía idiopática no familiar 
2849,G24.3,Tortícolis espasmódica 
2850,G24.4,Disponía bucofacial idiopática 
2851,G24.5,Blefarospasmo 
2852,G24.8,Otras distonías 
2853,G24.9,"Distonía, no especificada "
2854,G25,Otros trastornos extrapiramidales y del movimiento
2855,G25.0,Temblor esencial 
2856,G25.1,Temblor inducido por drogas 
2857,G25.2,Otras formas especificadas de temblor 
2858,G25.3,Mioclonía 
2859,G25.4,Corea inducida por drogas 
2860,G25.5,Otras coreas 
2861,G25.6,Tics inducidos por drogas y otros tics de origen orgánico 
2862,G25.8,Otros trastornos extrapiramidales y del movimiento 
2863,G25.9,"Trastorno extrapiramidal y del movimiento, no especificado "
2864,G26,Trastornos extrapiramidales y de movimiento en enfermedades clasificadas en otros lugares 
2865,G30,Enfermedad de Alzheimer
2866,G30.0,Enfermedad de Alzheimer de comienzo temprano 
2867,G30.1,Enfermedad de Alzheimer de comienzo tardío 
2868,G30.8,Otros tipos de enfermedad de Alzheimer 
2869,G30.9,"Enfermedad de Alzheimer, no especificada "
2870,G31,"Otras enfermedades degenerativas del sistema nervioso, no clasificadas bajo otro concepto"
2871,G31.0,Atrofia cerebral circunscrita 
2872,G31.1,Degeneración cerebral senil no clasificada en otra parte 
2873,G31.2,Degeneración del sistema nervioso debida al alcohol 
2874,G31.8,Otras enfermedades degenerativas especificadas del sistema nervioso 
2875,G31.9,"Degeneración del sistema nervioso, no especificada "
2876,G32,Otros trastornos degenerativos del sistema nervioso en enfermedades clasificadas bajo otro concepto
2877,G32.0,Degeneración combinada subaguda de la médula espinal en enfermedades clasificadas en otra parte 
2878,G32.8,Otros trastornos degenerativos especificados del sistema nervioso en enfermedades  clasificadas en otra parte 
2879,G35,Esclerosis múltiple 
2880,G36,Otras desmielinizaciones diseminadas agudas
2881,G36.0,Neuromielitis óptica [Devic] 
2882,G36.1,Leucoencefalitis hemorrágica aguda y subaguda [Hurst] 
2883,G37,Otras enfermedades desmielinizantes del sistema nervioso central
2884,G37.0,Esclerosis difusa 
2885,G37.1,Desmielinización central del cuerpo calloso 
2886,G37.2,Mielinólisis central pontina 
2887,G37.3,Mielitis transversa aguda en enfermedad desmielinizante del sistema nervioso central 
2888,G37.4,Mielitis necrotizante subaguda 
2889,G37.5,Esclerosis concéntrica (Baló) 
2890,G37.8,"Otras enfermedades desmielinizantes del sistema nervioso central, especificadas "
2891,G37.9,"Enfermedad desmielinizante del sistema nervioso central, no especificada "
2892,G40,Epilepsia y crisis epilépticas recurrentes
2893,G40.0,Epilepsia y síndromes epilépticos idiopáticos relacionados con localizaciones (focales)(parciales) y con ataques de inicio localizado 
2894,G40.1,Epilepsia y síndromes epilépticos sintomáticos relacionados con localizaciones (focales)(parciales) y con ataques parciales simples 
2895,G40.2,Epilepsia y síndromes epilépticos sintomáticos relacionados con localizaciones (focales)(parciales) y con ataques parciales complejos 
2896,G40.3,Epilepsia y síndromes epilépticos idiopáticos generalizados 
2897,G40.4,Otras epilepsias y síndromes epilépticos generalizados 
2898,G40.5,Síndromes epilépticos especiales 
2899,G40.6,"Ataques de gran mal, no especificados (con o sin pequeño mal) "
2900,G40.8,Otras epilepsias 
2901,G40.9,"Epilepsia, tipo no especificado "
2902,G41,Estado epiléptico
2903,G41.0,Estado de gran mal epiléptico 
2904,G41.1,Estado de pequeño mal epiléptico 
2905,G41.2,Estado de mal epiléptico parcial complejo 
2906,G41.8,Otros estados epilépticos 
2907,G41.9,Estado de mal epiléptico de tipo no especificado 
2908,G43,Migraña
2909,G43.0,Migraña sin aura [migraña común] 
2910,G43.1,Migraña con aura [migraña clásica] 
2911,G43.2,Estado migrañoso 
2912,G43.3,Migraña complicada 
2913,G43.8,Otras migrañas 
2914,G43.9,"Migraña, no especificada "
2915,G44,Otros síndromes de cefalea
2916,G44.0,Síndrome de cefalea en racimos 
2917,G44.1,"Cefalea vascular, NCOP "
2918,G44.2,Cefalea debida a tensión 
2919,G44.3,Cefalea postraumática crónica 
2920,G44.4,"Cefalea inducida por drogas, no clasificada en otra parte "
2921,G44.8,Otros síndromes de cefalea especificados 
2922,G45,Accidentes isquémicos cerebrales transitorios y síndromes relacionados
2923,G45.0,Síndrome arterial vértebro-basilar 
2924,G45.1,Síndrome de la arteria carótida (hemisférico) 
2925,G45.3,Amaurosis fugaz 
2926,G45.4,Amnesia global transitoria 
2927,G45.8,Otras isquemias cerebrales transitorias y síndromes afines 
2928,G45.9,"Isquemia cerebral transitoria, sin otra especificación "
2929,G46,Síndromes vasculares cerebrales en enfermedades cerebrovasculares
2930,G46.0,Síndrome de la arteria cerebral media 
2931,G46.1,Síndrome de la arteria cerebral anterior 
2932,G46.2,Síndrome de la arteria cerebral posterior 
2933,G46.3,Síndromes apopléticos del tallo encefálico 
2934,G46.4,Síndrome de infarto cerebeloso 
2935,G46.5,Síndrome lacunar motor puro 
2936,G46.7,Otros síndromes lacunares 
2937,G47,Trastornos del sueño
2938,G47.0,Trastornos del inicio y del mantenimiento del sueño [insomnios] 
2939,G47.1,Trastornos de somnolencia excesiva (hipersomnios) 
2940,G47.2,Trastornos del ritmo nictameral 
2941,G47.3,Apnea del sueño 
2942,G47.4,Narcolepsia y cataplexia 
2943,G47.8,Otros trastornos del sueño 
2944,G47.9,"Trastorno del sueño, no especificado "
2945,G50,Trastornos del nervio trigémino
2946,G50.0,Neuralgia del trigémino 
2947,G50.1,Dolor facial atípico 
2948,G50.8,Otros trastornos del trigémino 
2949,G50.9,"Trastorno del trigémino, no especificado "
2950,G51,Trastornos del nervio facial
2951,G51.0,Parálisis de Bell 
2952,G51.1,Ganglionitis geniculada 
2953,G51.2,Síndrome de Melkersson 
2954,G51.3,Espasmo hemifacial clónico 
2955,G51.4,Mioquimia facial 
2956,G51.8,Otros trastornos del nervio facial 
2957,G51.9,"Trastorno del nervio facial, no especificado "
2958,G52,Trastornos de otros nervios craneales
2959,G52.0,Trastornos del nervio olfatorio 
2960,G52.1,Trastornos del nervio glosofaríngeo 
2961,G52.2,Trastornos del nervio vago 
2962,G52.3,Trastornos del nervio hipogloso 
2963,G52.7,Trastornos de múltiples nervios craneales 
2964,G52.8,Trastornos de otros nervios craneales especificados 
2965,G52.9,"Trastorno de nervio craneal, no especificado "
2966,G53,Trastornos de los nervios craneales en enfermedades clasificadas bajo otro concepto
2967,G53.0,Neuralgia postherpes zoster 
2968,G53.2,"Parálisis múltiple de los nervios craneales, en la sarcoidosis "
2969,G53.3,"Parálisis múltiple de los nervios craneales, en enfermedades neoplásicas "
2970,G53.8,Otros trastornos de los nervios craneales en otras enfermedades clasificadas en otra parte 
2971,G54,Trastornos de raíces y de plexos nerviosos
2972,G54.0,Trastornos del plexo braquial 
2973,G54.1,Trastornos del plexo lumbosacro 
2974,G54.2,"Trastornos de la raíz cervical, no clasificados en otra parte "
2975,G54.5,Amiotrofia neurálgica 
2976,G54.6,Síndrome del miembro fantasma con dolor 
2977,G54.7,Síndrome del miembro fantasma sin dolor 
2978,G54.8,Otros trastornos de las raíces y plexos nerviosos 
2979,G54.9,"Trastorno de la raíz y plexos nerviosos, no especificado "
2980,G55,Compresiones de raíces y plexos nerviosos en enfermedades clasificadas bajo otro concepto
2981,G55.0,Compresiones de las raíces y  plexos nerviosos en enfermedades neoplásicas 
2982,G55.1,Compresiones de las raíces y  plexos nerviosos en trastornos de los discos intervertebrales 
2983,G55.2,Compresiones de las raíces y  plexos nerviosos en la espondilosis 
2984,G55.8,Compresiones de las raíces y plexos nerviosos en otras enfermedades clasificadas en orta parte 
2985,G56,Mononeuropatías de extremidad superior
2986,G56.0,Síndrome del túnel carpiano 
2987,G56.1,Otras lesiones del nervio mediano 
2988,G56.2,Lesión del nervio cubital 
2989,G56.3,Lesión del nervio radial 
2990,G56.4,Causalgia 
2991,G56.8,Otras mononeuropatías del miembro superior 
2992,G56.9,"Mononeuropatía del miembro superior, sin otra especificación "
2993,G57,Mononeuropatías de extremidad inferior
2994,G57.0,Lesión del nervio ciático 
2995,G57.1,Meralgia parestésica 
2996,G57.2,Lesión del nervio crural 
2997,G57.3,Lesión del nervio ciático poplíteo externo 
2998,G57.4,Lesión del nervio ciático poplíteo interno 
2999,G57.5,Síndrome del túnel calcáneo 
3000,G57.6,Lesión del nervio plantar 
3001,G57.8,Otras mononeuropatías del miembro inferior 
3002,G57.9,"Mononeuropatía del miembro inferior, sin otra especificación "
3003,G58,Otras mononeuropatías
3004,G58.0,Neuropatía intercostal 
3005,G58.7,Mononeuritis múltiple 
3006,G58.8,Otras mononeuropatías especificadas 
3007,G58.9,"Mononeuropatía, no especificada "
3008,G59,Mononeuropatía en enfermedades clasificadas bajo otro concepto
3009,G59.0,Mononeuropatía diabética 
3010,G59.8,Otras mononeuropatías en enfermedades clasificadas en otra parte 
3011,G60,Neuropatía hereditaria e idiopática
3012,G60.0,Neuropatía hereditaria motora y sensorial 
3013,G60.1,Enfermedad de Refsum 
3014,G60.2,Neuropatía asociada con ataxia hereditaria 
3015,G60.3,Neuropatía progresiva idiopática 
3016,G60.8,Otras neuropatías hereditarias e idiopáticas 
3017,G60.9,"Neuropatía hereditaria e idiopática, sin otra especificación "
3018,G61,Polineuropatía inflamatoria
3019,G61.0,Síndrome de Guillain-Barré 
3020,G61.1,Neuropatía al suero 
3021,G61.8,Otras polineuropatías inflamatorias 
3022,G61.9,"Polineuropatía inflamatoria, no especificada "
3023,G62,Otras polineuropatías y las no especificadas
3024,G62.0,Polineuropatía inducida por drogas 
3025,G62.1,Polineuropatía alcohólica 
3026,G62.2,Polineuropatía debida a otro agente tóxico 
3027,G62.8,Otras polineuropatías especificadas 
3028,G62.9,"Polineuropatía, no especificada "
3029,G63,Polineuropatía en enfermedades clasificadas bajo otro concepto
3030,G63.0,Polineuropatía en enfermedades infecciosas y parasitarias clasificadas en otra parte 
3031,G63.1,Polineuropatía en enfermedad neoplásica 
3032,G63.2,Polineuropatía diabética 
3033,G63.3,Polineuropatía en otras enfermedades endocrinas y metabólicas 
3034,G63.4,Polineuropatía en deficiencia nutricional 
3035,G63.5,Polineuropatía en trastornos del tejido conectivo sistémico 
3036,G63.6,Polineuropatía en otros trastornos osteomusculares 
3037,G63.8,Polineuropatía en otras enfermedades clasificadas en otra parte 
3038,G64,Otros trastornos del sistema nervioso periférico. 
3039,G70,Miastenia gravis y otros trastornos mioneurales
3040,G70.0,Miastenia gravis 
3041,G70.1,Trastornos tóxicos neuromusculares 
3042,G70.2,Miastenia congénita o del desarrollo 
3043,G70.8,Otros trastornos neuromusculares especificados 
3044,G70.9,"Trastorno neuromuscular, no especificado "
3045,G71,Trastornos musculares primarios
3046,G71.0,Distrofia muscular 
3047,G71.1,Trastornos miotónicos 
3048,G71.2,Miopatías congénitas 
3049,G71.3,"Miopatía mitocóndrica, no clasificada en otra parte "
3050,G71.8,Otros trastornos primarios de los músculos 
3051,G71.9,"Trastorno primario del músculo, tipo no especificado "
3052,G72,Otras miopatías y las no especificadas
3053,G72.0,Miopatía inducida por drogas 
3054,G72.1,Miopatía alcohólica 
3055,G72.2,Miopatía debida a otros agentes tóxicos 
3056,G72.3,Parálisis periódica 
3057,G72.4,"Miopatía inflamatoria, no clasificada en otra parte "
3058,G72.8,Otras miopatías especificadas 
3059,G72.9,"Miopatía, no especificada "
3060,G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas bajo otro concepto
3061,G73.0,Síndromes miasténicos en enfermedades endocrinas 
3062,G73.1,Síndrome de Lambert-Eaton (C00-D48†) 
3063,G73.3,Síndromes miasténicos en otras enfermedades clasificadas en otra parte 
3064,G73.4,Miopatía en enfermedades infecciosas y parasitarias clasificadas en otra parte 
3065,G73.5,Miopatía en enfermedades endocrinas 
3066,G73.6,Miopatía en enfermedades metabólicas 
3067,G73.7,Miopatía en otras enfermedades clasificadas en otra parte 
3068,G80,Parálisis cerebral
3069,G80.0,Parálisis cerebral espástica cuadripléjica 
3070,G80.1,Parálisis cerebral espástica dipléjica 
3071,G80.2,Parálisis cerebral espástica hemipléjica 
3072,G80.3,Parálisis cerebral discinética 
3073,G80.4,Parálisis cerebral atáxica 
3074,G80.8,Otros tipos de parálisis cerebral  
3075,G80.9,"Parálisis cerebral, sin otra especificación "
3076,G81,Hemiplejia y hemiparesia
3077,G81.0,Hemiplejía flácida 
3078,G81.1,Hemiplejía espástica 
3079,G81.9,"Hemiplejía, no especificada "
3080,G82,Paraplejia (paraparesia) y tetraplejia (tetraparesia)
3081,G82.0,Paraplejía flácida 
3082,G82.1,Paraplejía espástica 
3083,G82.2,"Paraplejía, no especificada "
3084,G82.3,Cuadriplejía flácida 
3085,G82.4,Cuadriplejía espástica 
3086,G82.5,"Cuadriplejía, no especificada "
3087,G83,Otros síndromes paralíticos
3088,G83.0,Diplejía de los miembros superiores 
3089,G83.1,Monoplejía de miembro inferior 
3090,G83.2,Monoplejía de miembro superior 
3091,G83.3,"Monoplejía, no especificada "
3092,G83.4,Síndrome de la cola de caballo 
3093,G83.5,Síndrome de enclaustramiento 
3094,G83.8,Otros síndromes paralíticos especificados 
3095,G83.9,"Síndrome paralítico, no especificado "
3096,G90,Trastornos del sistema nervioso autónomo
3097,G90.0,Neuropatía autónoma periférica idiopática 
3098,G90.1,Disautonomía familiar [Síndrome de Riley-Day] 
3099,G90.2,Síndrome de Horner 
3100,G90.4,Disreflexia autonómica 
3101,G90.8,Otros Trastornos del sistema nervioso autónomo 
3102,G90.9,"Trastorno del sistema nervioso autónomo, no especificado "
3103,G91,Hidrocefalia
3104,G91.0,Hidrocéfalo comunicante 
3105,G91.1,Hidrocéfalo obstructivo 
3106,G91.2,Hidrocéfalo de presión normal 
3107,G91.3,"Hidrocéfalo postraumático, sin otra especificación "
3108,G91.8,Otros tipos de hidrocéfalo 
3109,G91.9,"Hidrocéfalo, no especificado "
3110,G92,Encefalopatía tóxica 
3111,G93,Otros trastornos del cerebro
3112,G93.0,Quiste cerebral 
3113,G93.1,"Lesión cerebral anóxica, no clasificada en otra parte "
3114,G93.2,Hipertensión intracraneal benigna 
3115,G93.3,Síndrome de fatiga postviral 
3116,G93.4,Encefalopatía no especificada 
3117,G93.5,Compresión del encéfalo 
3118,G93.6,Edema cerebral 
3119,G93.7,Síndrome de Reye 
3120,G93.8,Otros Trastornos especificados del encéfalo 
3121,G93.9,"Trastorno del encéfalo, no especificado "
3122,G94,Otros trastornos del cerebro en enfermedades clasificadas bajo otro concepto
3123,G94.0,Hidrocéfalo en enfermedades infecciosas y parasitarias clasificadas en otra parte 
3124,G94.8,Otros trastornos encefálicos especificados en enfermedades clasificadas en otra parte 
3125,G95,Otras enfermedades de médula espinal y las no especificadas
3126,G95.0,Siringomielia y siringobulbia 
3127,G95.1,Mielopatías vasculares 
3128,G95.2,"Compresión medular, no especificada "
3129,G95.8,Otras enfermedades especificadas de la médula espinal 
3130,G95.9,"Enfermedad de la médula espinal, no especificada "
3131,G96,Otros trastornos del sistema nervioso central
3132,G96.0,Pérdida de líquido cefalorraquídeo 
3133,G96.1,"Trastornos de las meninges, no clasificados en otra parte "
3134,G96.8,Otros trastornos especificados del sistema nervioso central 
3135,G96.9,"Trastorno del sistema nervioso central, no especificado "
3136,G97,"Complicaciones intraoperatorias y posprocedimiento del sistema nervioso, no clasificadas bajo otro concepto"
3137,G97.0,Pérdida de líquido cefalorraquídeo por punción espinal 
3138,G97.1,Otra reacción a la punción espinal y lumbar 
3139,G97.2,Hipotensión intracraneal posterior a anastomosis ventricular 
3140,G97.8,Otros trastornos del sistema nervioso consecutivos a procedimientos 
3141,G97.9,"Trastornos no especificados del sistema nervioso, consecutivos a procedimientos "
3142,G98,"Otros trastornos del sistema nervioso, no clasificado en otra parte. "
3143,G99,Otros trastornos del sistema nervioso en enfermedades clasificadas bajo otro concepto
3144,G99.0,Neuropatía autonómica en enfermedades metabólica y endócrinas 
3145,G99.1,Otros trastornos del sistema nervioso autónomo en otras enfermedades clasificadas en otra parte 
3146,G99.2,Mielopatía en enfermedades clasificadas en otra parte 
3147,G99.8,Otros trastornos especificados del sistema nervioso en enfermedades clasificadas en otra parte 
3148,H00,Orzuelo y chalazión
3149,H00.0,Orzuelo y otras inflamaciones profundas del párpado 
3150,H00.1,Calacio [chalazión] 
3151,H01,Otros tipos de inflamación de párpado
3152,H01.0,Blefaritis 
3153,H01.1,Dermatosis no infecciosa del párpado 
3154,H01.8,Otras inflamaciones especificadas del párpado 
3155,H01.9,"Inflamación del párpado, no especificada "
3156,H02,Otros trastornos del párpado
3157,H02.0,Entropión y triquiasis palpebral 
3158,H02.1,Ectropión del párpado 
3159,H02.2,Lagoftalmos 
3160,H02.3,Blefarocalasia 
3161,H02.4,Blefaroptosis 
3162,H02.5,Otros trastornos funcionales del párpado 
3163,H02.6,Xantelasma del párpado 
3164,H02.7,Otros trastornos degenerativos del párpado y del área periocular 
3165,H02.8,Otros trastornos especificados del párpado 
3166,H02.9,"Trastorno del párpado, no especificado "
3167,H03,Trastornos del párpado en enfermedades clasificadas en otra parte
3168,H03.0,Infección o infestación parasitaria del párpado en enfermedades clasificadas en otra parte 
3169,H03.1,Compromiso del párpado en enfermedades infecciosas clasificadas en otra parte 
3170,H03.8,Compromiso del párpado en enfermedades clasificadas en otra parte 
3171,H04,Trastornos de aparato lacrimal
3172,H04.0,Dacrioadenitis 
3173,H04.1,Otros trastornos de la glándula lagrimal 
3174,H04.2,Epífora 
3175,H04.3,Inflamación aguda y la no especificada de las vías lagrimales 
3176,H04.4,Inflamación crónica de las vías lagrimales 
3177,H04.5,Estenosis e insuficiencia de las vías lagrimales 
3178,H04.6,Otros cambios de las vías lagrimales 
3179,H04.8,Otros trastornos especificados del aparato lagrimal 
3180,H04.9,"Trastorno del aparato lagrimal, no especificado "
3181,H05,Trastornos de órbita
3182,H05.0,Inflamación aguda de la órbita 
3183,H05.1,Trastornos inflamatorios crónicos de la órbita 
3184,H05.2,Afecciones exoftálmicas 
3185,H05.3,Deformidad de la órbita 
3186,H05.4,Enoftalmia 
3187,H05.5,"Retención de cuerpo extraño (antiguo), consecutiva a herida penetrante de la órbita "
3188,H05.8,Otros trastornos de la órbita 
3189,H05.9,"Trastorno de la órbita, no especificado "
3190,H06,Trastornos del sistema lagrimal y de la órbita en enfermedades clasificadas en otra parte
3191,H06.0,Trastornos del sistema lagrimal en enfermedades clasificadas en otra parte
3192,H06.1,Infección e infestación parasitarias de la órbita en enfermedades clasificadas en otra parte 
3193,H06.2,Exoftalmia hipertiroidea 
3194,H10,Conjuntivitis
3195,H10.0,Conjuntivitis mucopurulenta 
3196,H10.1,Conjuntivitis atópica aguda 
3197,H10.2,Otras conjuntivitis agudas 
3198,H10.3,"Conjuntivitis aguda, no especificada "
3199,H10.4,Conjuntivitis crónica 
3200,H10.5,Blefaroconjuntivitis 
3201,H10.8,Otras conjuntivitis 
3202,H10.9,"Conjuntivitis, no especificada "
3203,H11,Otros trastornos de conjuntiva
3204,H11.0,Pterigión 
3205,H11.1,Degeneraciones y depósitos conjuntivales 
3206,H11.2,Cicatrices conjuntivales 
3207,H11.3,Hemorragia conjuntival 
3208,H11.4,Otros trastornos vasculares y quistes conjuntivales 
3209,H11.8,Otros trastornos especificados de la conjuntiva 
3210,H11.9,"Trastorno de la conjuntiva, no especificado "
3211,H13,Trastornos de la conjuntiva en enfermedades clasificadas en otra parte
3212,H13.0,Infección filárica de la conjuntiva 
3213,H13.1,Conjuntivitis en enfermedades infecciosas y parasitarias clasificadas en otra parte 
3214,H13.2,Conjuntivitis en otras enfermedades clasificadas en otra parte 
3215,H13.3,Penfigoide ocular 
3216,H13.8,Otros trastornos de la conjuntiva en enfermedades clasificadas en otra parte 
3217,H15,Trastornos de esclerótica
3218,H15.0,Escleritis 
3219,H15.1,Episcleritis 
3220,H15.8,Otros trastornos de la esclerótica 
3221,H15.9,"Trastorno de la esclerótica, no especificado "
3222,H16,Queratitis
3223,H16.0,Úlcera de la córnea 
3224,H16.1,Otras queratitis superficiales sin conjuntivitis 
3225,H16.2,Queratoconjuntivitis 
3226,H16.3,Queratitis intersticial y profunda 
3227,H16.4,Neovascularización  de la córnea 
3228,H16.8,Otras queratitis 
3229,H16.9,"Queratitis,no especificada "
3230,H17,Cicatrices y opacidades corneales
3231,H17.0,Leucoma adherente 
3232,H17.1,Otras opacidades centrales de la córnea 
3233,H17.8,Otras opacidades o cicatrices de la córnea 
3234,H17.9,"Cicatriz u opacidad de la córnea,  no especificada "
3235,H18,Otros trastornos de córnea
3236,H18.0,Pigmentaciones y depósitos en la córnea 
3237,H18.1,Queratopatía vesicular 
3238,H18.2,Otros edemas de la córnea 
3239,H18.3,Cambios en las membranas de la córnea 
3240,H18.4,Degeneración de la córnea 
3241,H18.5,Distrofia hereditaria de la córnea 
3242,H18.6,Queratocono 
3243,H18.7,Otras deformidades de la córnea 
3244,H18.8,Otros trastornos especificados de la córnea 
3245,H18.9,"Trastorno de la córnea, no especificado "
3246,H19,Trastornos de la esclerótica y la córnea en enfermedades clasificadas en otra parte
3247,H19.0,Escleritis y episcleritis en enfermedades clasificadas en otra parte 
3248,H19.1,Queratitis y queratoconjuntivitis por herpes simple 
3249,H19.2,"Queratitis y queratoconjuntivitis en enfermedades infecciosas y parasitarias, clasificadas en otra parte "
3250,H19.3,Queratitis y queratoconjuntivitis en otras enfermedades clasificadas en otra parte 
3251,H19.8,Otros trastornos de la esclerótica y de la córnea en enfermedades clasificadas en otra parte 
3252,H20,Iridociclitis
3253,H20.0,Iridociclitis aguda y subaguda 
3254,H20.1,Iridociclitis crónica 
3255,H20.2,Iridociclitis inducida por trastorno del cristalino 
3256,H20.8,Otras iridociclitis especificadas 
3257,H20.9,"Iridociclitis, no especificada "
3258,H21,Otros trastornos del iris y del cuerpo ciliar
3259,H21.0,Hifema 
3260,H21.1,Otros trastornos vasculares del iris y del cuerpo ciliar 
3261,H21.2,Degeneración del iris y del cuerpo ciliar 
3262,H21.3,"Quiste del iris, del cuerpo ciliar y de la cámara anterior "
3263,H21.4,Membranas pupilares 
3264,H21.5,Otras adherencias y desgarros del iris y del cuerpo ciliar 
3265,H21.8,Otros trastornos especificados del iris y del cuerpo ciliar 
3266,H21.9,"Trastorno del iris y del cuerpo ciliar, no especificado "
3267,H22,Trastornos de iris y cuerpo ciliar en enfermedades clasificadas bajo otro concepto
3268,H22.0,Iridociclitis en enfermedades infecciosas y parasitarias  clasificadas en otra parte 
3269,H22.1,Iridociclitis en otras enfermedades clasificadas en otra parte 
3270,H22.8,Otros trastornos del iris y del cuerpo ciliar en enfermedades clasificadas en otra parte 
3271,H25,Catarata relacionada con la edad
3272,H25.0,Catarata senil incipiente 
3273,H25.1,Catarata senil nuclear 
3274,H25.2,"Catarata senil, tipo morgagnian "
3275,H25.8,Otras cataratas seniles 
3276,H25.9,"Catarata senil, no especificada "
3277,H26,Otras cataratas
3278,H26.0,"Catarata infantil, juvenil y presenil "
3279,H26.1,Catarata traumática 
3280,H26.2,Catarata complicada 
3281,H26.3,Catarata inducida por drogas 
3282,H26.4,Catarata residual 
3283,H26.8,Otras formas especificadas de catarata 
3284,H26.9,"Catarata, no especificada "
3285,H27,Otros trastornos de cristalino
3286,H27.0,Afaquia 
3287,H27.1,Luxación del cristalino 
3288,H27.8,Otros trastornos especificados del cristalino 
3289,H27.9,"Trastorno del cristalino, no especificado "
3290,H28,Catarata en enfermedades clasificadas bajo otro concepto
3291,H28.0,Catarata diabética 
3292,H28.1,"Catarata en otras enfermedades endocrinas, nutricionales y metabólicas clasificadas en otra parte "
3293,H28.2,Catarata en otras enfermedades clasificadas en otra parte 
3294,H30,Inflamación coriorretiniana
3295,H30.0,Coriorretinitis focal 
3296,H30.1,Coriorretinitis diseminada 
3297,H30.2,Ciclitis posterior 
3298,H30.8,Otras coriorretinitis 
3299,H30.9,"Coriorretinitis, no especificada "
3300,H31,Otros trastornos de coroides
3301,H31.0,Cicatrices coriorretinianas 
3302,H31.1,Degeneración coroidea 
3303,H31.2,Distrofia coroidea hereditaria 
3304,H31.3,Hemorragia y ruptura de la coroides 
3305,H31.4,Desprendimiento de la coroides 
3306,H31.8,Otros trastornos especificados de la coroides 
3307,H31.9,"Trastorno de la coroides, no especificado "
3308,H32,Trastornos coriorretinianos en enfermedades clasificadas bajo otro concepto
3309,H32.0,Inflamación coriorretiniana en enfermedades infecciosas y parasitarias clasificadas en otra parte 
3310,H32.8,Otros trastornos coriorretinianos en enfermedades clasificadas en otra parte 
3311,H33,Desprendimientos y rotura de retina
3312,H33.0,Desprendimiento de la retina con ruptura 
3313,H33.1,Retinosquisis y quistes de la retina 
3314,H33.2,Desprendimiento seroso de la retina 
3315,H33.3,Desgarro de la retina sin desprendimiento 
3316,H33.4,Desprendimiento de la retina por tracción 
3317,H33.5,Otros desprendimientos de la retina 
3318,H34,Oclusiones vasculares retinianas
